ID,RAC1P,RAC2P,RAC3P,PERNP,SCHG,SCHL
000948,1,1,1,75000,,21
000949,1,1,1,0,,19
000950,1,1,1,60000,,21
000951,1,1,1,65000,,24
000952,1,1,1,35000,,21
000953,2,2,2,105000,,22
000954,1,1,1,0,,21
000955,1,1,1,0,,18
000956,6,43,5,0,,13
000957,1,1,1,26400,,19
000958,1,1,1,4500,14,14
000959,1,1,1,8000,,17
000960,1,1,1,0,,23
000961,1,1,1,2000,,19
000962,1,1,1,0,14,14
000963,1,1,1,,4,4
000964,1,1,1,30000,,19
000965,6,44,5,0,16,22
000966,1,1,1,60000,,21
000967,1,1,1,0,,18
000968,1,1,1,0,,18
000969,1,1,1,72000,,19
000970,4,31,3,45000,,19
000971,4,31,3,,,
000972,4,31,3,0,,19
000973,1,1,1,38000,,16
000974,1,1,1,0,,12
000975,1,1,1,8400,,17
000976,1,1,1,46000,,17
000977,1,1,1,28000,,21
000978,1,1,1,0,,22
000979,1,1,1,41170,16,22
000980,1,1,1,0,,18
000981,1,1,1,0,,22
000982,1,1,1,2700,,22
000983,1,1,1,0,,16
000984,1,1,1,53000,,22
000985,1,1,1,0,,21
000986,6,48,7,0,,20
000987,1,1,1,32000,,16
000988,1,1,1,80000,,16
000989,1,1,1,33400,,16
000990,1,1,1,0,,16
000991,1,1,1,990,15,19
000992,1,1,1,0,,21
000993,1,1,1,40000,,20
000994,1,1,1,,4,5
000995,1,1,1,,2,1
000996,1,1,1,115000,,21
000997,1,1,1,6000,,19
000998,1,1,1,0,15,19
000999,1,1,1,0,14,16
001000,1,1,1,112000,,21
001001,1,1,1,54000,,21
001002,1,1,1,0,,21
001003,1,1,1,12500,,21
001004,1,1,1,,7,7
001005,1,1,1,,4,4
001006,1,1,1,,2,2
001007,1,1,1,0,,20
001008,1,1,1,0,,16
001009,1,1,1,0,,16
001010,7,61,13,0,,17
001011,1,1,1,1600,,21
001012,1,1,1,65000,,16
001013,9,68,20,10000,15,19
001014,9,68,20,0,12,13
001015,1,1,1,65000,,20
001016,8,67,15,53000,16,21
001017,1,1,1,26000,,16
001018,8,67,15,30000,15,20
001019,8,67,15,0,12,12
001020,8,67,15,,9,9
001021,1,1,1,55000,,21
001022,1,1,1,90000,,21
001023,1,1,1,10000,,16
001024,1,1,1,1000,15,16
001025,1,1,1,0,,12
001026,1,1,1,,9,9
001027,1,1,1,0,,21
001028,2,2,2,30000,,19
001029,1,1,1,2000,15,18
001030,1,1,1,36000,,20
001031,1,1,1,0,,19
001032,1,1,1,0,,16
001033,1,1,1,0,,21
001034,1,1,1,30000,,18
001035,1,1,1,0,,21
001036,1,1,1,20000,15,20
001037,1,1,1,,10,11
001038,6,38,4,6000,,22
001039,6,38,4,,8,8
001040,1,1,1,0,,19
001041,1,1,1,18000,,19
001042,1,1,1,0,,16
001043,1,1,1,467000,,22
001044,1,1,1,3600,,21
001045,1,1,1,0,15,18
001046,1,1,1,0,,16
001047,1,1,1,0,,20
001048,1,1,1,0,,20
001049,1,1,1,383000,,22
001050,1,1,1,72000,,19
001051,1,1,1,0,,16
001052,1,1,1,100000,,21
001053,1,1,1,60000,,23
001054,1,1,1,,,
001055,1,1,1,0,,19
001056,1,1,1,20000,,16
001057,1,1,1,0,,16
001058,1,1,1,84000,,16
001059,1,1,1,30000,,21
001060,1,1,1,70000,,18
001061,1,1,1,110000,,16
001062,1,1,1,0,,18
001063,1,1,1,,12,12
001064,1,1,1,,7,7
001065,1,1,1,0,,16
001066,1,1,1,24000,,17
001067,8,67,15,5000,15,18
001068,8,67,15,0,15,21
001069,1,1,1,12500,15,19
001070,1,1,1,0,,19
001071,1,1,1,0,,16
001072,1,1,1,0,,19
001073,1,1,1,85000,,20
001074,1,1,1,0,,16
001075,1,1,1,0,,20
001076,1,1,1,0,,16
001077,1,1,1,0,,16
001078,1,1,1,0,,19
001079,1,1,1,13000,,16
001080,1,1,1,85000,,16
001081,1,1,1,2200,15,18
001082,2,2,2,3500,,17
001083,1,1,1,0,,18
001084,1,1,1,4000,,22
001085,1,1,1,4000,,21
001086,9,68,16,225000,,23
001087,1,1,1,145000,,19
001088,9,68,16,,9,10
001089,1,1,1,,1,2
001090,1,1,1,,,
001091,1,1,1,0,,16
001092,1,1,1,100000,,20
001093,1,1,1,80000,15,20
001094,1,1,1,7000,,16
001095,1,1,1,0,15,19
001096,1,1,1,253000,,21
001097,1,1,1,0,,19
001098,1,1,1,36000,,17
001099,1,1,1,75000,,16
001100,1,1,1,69000,,21
001101,1,1,1,840,,17
001102,1,1,1,24000,,19
001103,1,1,1,60000,,21
001104,1,1,1,0,,17
001105,1,1,1,,4,4
001106,1,1,1,,1,2
001107,1,1,1,0,,16
001108,1,1,1,0,,19
001109,1,1,1,0,,17
001110,6,49,8,30000,,16
001111,6,49,8,40000,15,20
001112,6,49,8,11200,,15
001113,1,1,1,0,,16
001114,8,67,15,0,,8
001115,8,67,15,0,,5
001116,1,1,1,200000,,16
001117,1,1,1,0,,17
001118,1,1,1,,2,1
001119,1,1,1,,1,1
001120,1,1,1,10000,,15
001121,1,1,1,0,,16
001122,9,68,17,2000,15,19
001123,9,68,21,13000,,1
001124,1,1,1,0,15,19
001125,9,68,23,0,15,19
001126,9,68,19,13200,15,19
001127,1,1,1,1500,15,19
001128,2,2,2,10000,14,15
001129,1,1,1,3500,15,19
001130,1,1,1,0,15,19
001131,1,1,1,71000,,14
001132,1,1,1,3000,,18
001133,1,1,1,5000,15,18
001134,1,1,1,0,,20
001135,1,1,1,45000,,20
001136,5,36,3,0,,17
001137,1,1,1,0,,21
001138,1,1,1,0,,23
001139,1,1,1,0,,18
001140,1,1,1,0,,21
001141,1,1,1,41200,,24
001142,1,1,1,30000,,21
001143,1,1,1,,,
001144,1,1,1,28000,,19
001145,1,1,1,3500,15,19
001146,1,1,1,,5,5
001147,1,1,1,,4,4
001148,9,68,68,0,,16
001149,1,1,1,0,,20
001150,1,1,1,85000,,16
001151,3,28,3,30000,,16
001152,9,68,41,3000,13,14
001153,1,1,1,0,,21
001154,1,1,1,0,,16
001155,1,1,1,50000,,21
001156,1,1,1,25000,,20
001157,1,1,1,0,11,12
001158,1,1,1,0,11,12
001159,1,1,1,0,11,12
001160,3,28,3,38400,,19
001161,1,1,1,20000,,21
001162,1,1,1,0,,21
001163,1,1,1,467000,,21
001164,1,1,1,,4,4
001165,1,1,1,,1,1
001166,1,1,1,0,,22
001167,1,1,1,0,,22
001168,1,1,1,0,,20
001169,6,43,5,0,15,18
001170,6,48,7,0,15,18
001171,1,1,1,53000,,24
001172,1,1,1,467000,,23
001173,1,1,1,90000,,22
001174,1,1,1,,1,2
001175,1,1,1,,,
001176,6,45,6,0,,21
001177,6,59,77,,,
001178,6,59,77,,5,5
001179,6,59,77,,,
001180,9,68,24,0,,18
001181,6,50,10,12000,,19
001182,1,1,1,35000,,19
001183,1,1,1,,12,13
001184,1,1,1,,11,12
001185,3,28,3,2000,14,16
001186,1,1,1,24000,,20
001187,1,1,1,70000,,18
001188,1,1,1,40000,,20
001189,2,2,2,0,,21
001190,2,2,2,70000,,23
001191,1,1,1,0,,19
001192,1,1,1,0,,16
001193,1,1,1,20000,,16
001194,1,1,1,7000,,18
001195,1,1,1,8000,,16
001196,7,63,12,68000,,16
001197,7,63,12,0,,16
001198,1,1,1,0,14,17
001199,1,1,1,0,,16
001200,1,1,1,62000,,20
001201,1,1,1,0,,13
001202,1,1,1,,1,2
001203,1,1,1,0,,19
001204,1,1,1,0,,19
001205,1,1,1,69000,,19
001206,1,1,1,40000,15,19
001207,9,68,17,42200,,19
001208,9,68,60,,1,2
001209,3,21,3,,7,8
001210,3,21,3,,5,6
001211,1,1,1,24000,,19
001212,1,1,1,40800,,15
001213,1,1,1,5000,15,19
001214,1,1,1,3000,13,14
001215,1,1,1,116000,,22
001216,1,1,1,1300,14,14
001217,1,1,1,,11,11
001218,1,1,1,90000,,22
001219,1,1,1,4000,15,19
001220,1,1,1,32000,,18
001221,1,1,1,12300,15,18
001222,1,1,1,,,1
001223,1,1,1,,8,8
001224,1,1,1,,5,5
001225,1,1,1,76000,,21
001226,1,1,1,33200,,19
001227,1,1,1,26000,,18
001228,1,1,1,0,,16
001229,1,1,1,0,,22
001230,1,1,1,0,,21
001231,1,1,1,35000,,18
001232,1,1,1,30500,,20
001233,1,1,1,0,,16
001234,1,1,1,0,,13
001235,1,1,1,64000,,22
001236,1,1,1,13700,,21
001237,1,1,1,60000,,21
001238,8,67,15,43000,,18
001239,1,1,1,30000,,16
001240,8,67,15,5000,15,16
001241,8,67,15,,,11
001242,1,1,1,42200,,16
001243,1,1,1,0,,19
001244,1,1,1,0,,14
001245,1,1,1,15000,,18
001246,1,1,1,58000,,16
001247,1,1,1,9000,,18
001248,1,1,1,1200,,16
001249,1,1,1,46000,,16
001250,1,1,1,11200,,16
001251,1,1,1,30000,,21
001252,1,1,1,,9,10
001253,1,1,1,,7,8
001254,1,1,1,,5,6
001255,1,1,1,,4,4
001256,1,1,1,0,,16
001257,1,1,1,0,,20
001258,1,1,1,80000,,18
001259,1,1,1,125000,,21
001260,1,1,1,166000,,21
001261,1,1,1,50000,,22
001262,1,1,1,31200,,22
001263,1,1,1,13000,,22
001264,1,1,1,0,,19
001265,1,1,1,130000,,19
001266,1,1,1,80000,,21
001267,1,1,1,50000,,22
001268,9,68,16,3600,,17
001269,1,1,1,25000,,18
001270,9,68,16,,1,1
001271,9,68,16,,,
001272,1,1,1,0,,18
001273,1,1,1,70000,,18
001274,1,1,1,60000,,20
001275,1,1,1,10000,,19
001276,1,1,1,,3,4
001277,1,1,1,60,,21
001278,1,1,1,49500,,19
001279,1,1,1,40500,,19
001280,1,1,1,7000,15,20
001281,1,1,1,,,
001282,6,48,7,0,,21
001283,1,1,1,0,,19
001284,9,68,17,18000,,21
001285,1,1,1,0,,20
001286,6,59,45,3000,15,18
001287,1,1,1,106000,,21
001288,1,1,1,4500,15,19
001289,1,1,1,20000,,21
001290,1,1,1,100000,,20
001291,1,1,1,,10,11
001292,1,1,1,,9,10
001293,6,48,7,5100,,22
001294,9,68,89,0,,19
001295,1,1,1,126000,,22
001296,6,49,8,90000,15,21
001297,1,1,1,0,,19
001298,1,1,1,50000,,21
001299,1,1,1,31700,,21
001300,1,1,1,43000,,16
001301,1,1,1,,6,6
001302,1,1,1,,4,4
001303,1,1,1,,1,1
001304,1,1,1,21500,,22
001305,8,67,15,0,,20
001306,1,1,1,0,,18
001307,1,1,1,170000,,18
001308,1,1,1,,6,6
001309,1,1,1,2000,14,15
001310,1,1,1,,10,10
001311,1,1,1,37000,,21
001312,1,1,1,467000,,22
001313,6,43,5,113000,,18
001314,6,43,5,0,,21
001315,6,43,5,,9,10
001316,1,1,1,36200,,16
001317,1,1,1,16900,,20
001318,1,1,1,65000,,21
001319,1,1,1,6000,16,20
001320,1,1,1,0,16,20
001321,1,1,1,0,14,14
001322,1,1,1,0,,19
001323,6,48,7,0,,19
001324,6,48,7,22000,,19
001325,6,48,7,0,,16
001326,1,1,1,22000,15,19
001327,2,2,2,30000,,18
001328,1,1,1,0,,22
001329,1,1,1,0,,16
001330,9,68,17,12000,,16
001331,1,1,1,70000,,22
001332,1,1,1,60000,,21
001333,1,1,1,0,13,13
001334,1,1,1,,9,9
001335,1,1,1,50000,,21
001336,9,68,79,0,15,19
001337,8,67,15,51000,,14
001338,9,68,79,,10,11
001339,9,68,79,,8,9
001340,9,68,79,,1,2
001341,1,1,1,78000,,21
001342,1,1,1,467000,,21
001343,1,1,1,60000,,16
001344,1,1,1,30000,,18
001345,1,1,1,35000,,21
001346,1,1,1,0,,16
001347,1,1,1,105000,,20
001348,1,1,1,115000,,18
001349,1,1,1,5200,,20
001350,1,1,1,48000,,16
001351,1,1,1,0,14,14
001352,1,1,1,,11,11
001353,1,1,1,,8,8
001354,1,1,1,0,,20
001355,1,1,1,0,,16
001356,1,1,1,3000,15,16
001357,1,1,1,0,,19
001358,1,1,1,70000,,21
001359,1,1,1,10300,,20
001360,1,1,1,18000,,17
001361,1,1,1,0,,22
001362,1,1,1,19000,,19
001363,1,1,1,0,,16
001364,1,1,1,0,,21
001365,1,1,1,0,,16
001366,1,1,1,48000,,16
001367,1,1,1,0,12,13
001368,1,1,1,,6,7
001369,1,1,1,,2,3
001370,1,1,1,0,,19
001371,1,1,1,50000,,16
001372,1,1,1,0,,12
001373,1,1,1,0,,16
001374,2,2,2,65000,,19
001375,9,68,60,3000,15,19
001376,9,68,16,,1,2
001377,9,68,16,,,
001378,1,1,1,18000,,12
001379,1,1,1,0,,21
001380,1,1,1,0,,20
001381,1,1,1,58000,,21
001382,1,1,1,80000,,23
001383,9,68,20,58000,,22
001384,1,1,1,220,15,20
001385,8,67,15,25000,,16
001386,8,67,15,29300,,14
001387,8,67,15,0,,13
001388,1,1,1,25000,,18
001389,9,68,23,60000,,20
001390,1,1,1,22500,,16
001391,1,1,1,35000,15,19
001392,1,1,1,,10,11
001393,1,1,1,0,,20
001394,1,1,1,0,,21
001395,1,1,1,54000,,21
001396,1,1,1,0,,16
001397,1,1,1,0,,18
001398,1,1,1,24000,,19
001399,1,1,1,29000,,19
001400,1,1,1,0,,18
001401,1,1,1,120000,,24
001402,1,1,1,0,,16
001403,1,1,1,15000,,19
001404,1,1,1,0,,16
001405,1,1,1,0,,12
001406,1,1,1,0,,16
001407,1,1,1,40000,,16
001408,1,1,1,0,,19
001409,1,1,1,,3,3
001410,1,1,1,,,
001411,1,1,1,0,,18
001412,1,1,1,0,,16
001413,1,1,1,0,,16
001414,1,1,1,5000,,21
001415,1,1,1,100000,,20
001416,1,1,1,56000,15,21
001417,1,1,1,58000,,20
001418,1,1,1,,1,2
001419,1,1,1,0,,20
001420,1,1,1,0,,16
001421,1,1,1,3000,,19
001422,1,1,1,0,,20
001423,1,1,1,43300,,22
001424,1,1,1,145000,,23
001425,1,1,1,125000,,24
001426,1,1,1,0,14,14
001427,1,1,1,,11,11
001428,9,68,60,0,,18
001429,1,1,1,6900,14,14
001430,1,1,1,170000,15,21
001431,1,1,1,,12,12
001432,1,1,1,,10,10
001433,1,1,1,0,,18
001434,6,42,10,22000,,18
001435,6,42,10,15700,,20
001436,6,42,10,14800,,12
001437,1,1,1,0,,19
001438,1,1,1,34300,,20
001439,1,1,1,750,14,14
001440,1,1,1,,10,10
001441,1,1,1,0,,16
001442,1,1,1,0,,20
001443,1,1,1,30000,,23
001444,1,1,1,60000,,22
001445,1,1,1,,,
001446,1,1,1,35000,,16
001447,1,1,1,0,14,16
001448,1,1,1,0,,16
001449,1,1,1,46300,,19
001450,1,1,1,48000,,21
001451,1,1,1,6000,,21
001452,1,1,1,15000,,16
001453,1,1,1,,8,9
001454,1,1,1,,5,6
001455,1,1,1,,4,5
001456,1,1,1,110000,,19
001457,1,1,1,12000,,19
001458,1,1,1,,5,6
001459,1,1,1,,1,2
001460,6,49,8,42000,,21
001461,9,68,22,400,12,12
001462,3,28,3,0,,20
001463,1,1,1,150000,,24
001464,1,1,1,70000,16,22
001465,1,1,1,53000,,21
001466,1,1,1,,2,2
001467,1,1,1,0,13,13
001468,1,1,1,110000,,21
001469,1,1,1,20000,,22
001470,1,1,1,,6,6
001471,1,1,1,,1,2
001472,1,1,1,0,,16
001473,1,1,1,0,,16
001474,6,57,9,41000,,21
001475,6,57,9,16000,,21
001476,3,28,3,35700,,18
001477,3,28,3,30000,,16
001478,3,28,3,0,,11
001479,3,28,3,,8,8
001480,3,28,3,,6,6
001481,3,28,3,0,,17
001482,1,1,1,10000,,19
001483,6,45,6,1100,,15
001484,1,1,1,32000,,18
001485,1,1,1,3200,,16
001486,1,1,1,20000,,16
001487,6,38,4,467000,,23
001488,1,1,1,0,,19
001489,1,1,1,0,,16
001490,1,1,1,0,,16
001491,1,1,1,52000,,13
001492,6,43,5,79000,,19
001493,6,45,6,75000,,20
001494,6,43,5,1000,14,14
001495,6,43,5,0,13,13
001496,6,59,44,,2,2
001497,1,1,1,0,,21
001498,1,1,1,0,,24
001499,1,1,1,40000,,21
001500,1,1,1,50000,,17
001501,1,1,1,40000,,18
001502,1,1,1,1500,,16
001503,1,1,1,1000,13,13
001504,1,1,1,,9,9
001505,1,1,1,0,,16
001506,1,1,1,467000,,24
001507,1,1,1,17000,,20
001508,1,1,1,95000,,21
001509,1,1,1,0,,21
001510,1,1,1,0,,19
001511,1,1,1,0,,16
001512,1,1,1,300,,16
001513,1,1,1,0,,21
001514,1,1,1,0,,22
001515,1,1,1,0,,16
001516,1,1,1,0,,19
001517,1,1,1,74000,,21
001518,1,1,1,25000,,21
001519,8,67,15,0,,6
001520,1,1,1,0,,22
001521,1,1,1,0,,23
001522,6,49,8,12000,,18
001523,1,1,1,65000,,18
001524,9,68,21,19000,,18
001525,1,1,1,130000,,18
001526,8,67,15,9200,,12
001527,1,1,1,1400,16,21
001528,1,1,1,80000,,23
001529,1,1,1,,8,9
001530,1,1,1,,6,7
001531,1,1,1,160000,,21
001532,1,1,1,55000,,19
001533,1,1,1,,,1
001534,6,43,5,0,,19
001535,1,1,1,100000,,19
001536,1,1,1,0,,19
001537,1,1,1,15000,,19
001538,1,1,1,0,,19
001539,1,1,1,0,,19
001540,1,1,1,0,,19
001541,1,1,1,,10,11
001542,1,1,1,44700,,18
001543,1,1,1,44000,,21
001544,1,1,1,,3,4
001545,1,1,1,,1,2
001546,1,1,1,53000,,19
001547,1,1,1,12800,,20
001548,1,1,1,0,,18
001549,1,1,1,46500,,20
001550,1,1,1,0,,22
001551,1,1,1,30000,,21
001552,1,1,1,,4,5
001553,1,1,1,,2,1
001554,1,1,1,0,,16
001555,1,1,1,0,,22
001556,1,1,1,0,,21
001557,9,68,21,60000,,20
001558,1,1,1,90000,,21
001559,9,68,21,30000,,20
001560,1,1,1,18000,,20
001561,1,1,1,0,,16
001562,1,1,1,0,,21
001563,1,1,1,467000,,21
001564,1,1,1,41100,,17
001565,1,1,1,,12,12
001566,1,1,1,,4,5
001567,1,1,1,0,,19
001568,1,1,1,0,,15
001569,1,1,1,55000,,15
001570,1,1,1,0,,19
001571,1,1,1,5600,15,19
001572,8,67,15,94000,,9
001573,8,67,15,,,
001574,8,67,15,0,,11
001575,1,1,1,0,,20
001576,1,1,1,220000,,22
001577,1,1,1,20000,,21
001578,1,1,1,60000,,22
001579,1,1,1,0,,22
001580,1,1,1,63000,,16
001581,1,1,1,39100,,15
001582,6,57,9,95000,,16
001583,6,57,9,350,,6
001584,6,57,9,,8,8
001585,1,1,1,0,,10
001586,1,1,1,20000,,16
001587,1,1,1,0,,16
001588,1,1,1,12500,15,19
001589,3,28,3,0,15,19
001590,1,1,1,0,,21
001591,1,1,1,75000,,16
001592,1,1,1,0,,19
001593,1,1,1,0,,16
001594,6,48,7,0,,16
001595,1,1,1,12800,15,19
001596,9,68,21,0,15,16
001597,1,1,1,0,,16
001598,1,1,1,16000,,16
001599,1,1,1,3500,,20
001600,1,1,1,75000,,19
001601,1,1,1,0,,21
001602,1,1,1,0,,21
001603,1,1,1,0,,18
001604,1,1,1,0,,16
001605,9,68,17,85000,,18
001606,1,1,1,0,,17
001607,1,1,1,0,,19
001608,1,1,1,0,,16
001609,1,1,1,0,,16
001610,1,1,1,7000,15,19
001611,6,44,5,80000,,21
001612,3,28,3,0,,16
001613,1,1,1,36400,,21
001614,1,1,1,24000,,19
001615,1,1,1,20300,,21
001616,1,1,1,0,,18
001617,6,49,8,1200,,21
001618,8,67,15,0,,14
001619,8,67,15,15000,,16
001620,8,67,15,,1,1
001621,8,67,15,,,1
001622,1,1,1,55000,,16
001623,1,1,1,18800,,12
001624,1,1,1,0,,21
001625,1,1,1,0,,21
001626,1,1,1,0,,16
001627,1,1,1,0,,20
001628,1,1,1,0,,13
001629,1,1,1,0,,19
001630,8,67,15,20000,15,19
001631,7,60,11,2500,,17
001632,8,67,15,0,15,19
001633,8,67,15,0,,18
001634,1,1,1,3000,16,21
001635,1,1,1,0,,16
001636,1,1,1,55000,,17
001637,1,1,1,5000,,21
001638,1,1,1,,3,3
001639,1,1,1,,2,1
001640,1,1,1,,,1
001641,1,1,1,,,
001642,1,1,1,100000,,23
001643,1,1,1,0,,21
001644,1,1,1,55000,,20
001645,1,1,1,55000,,23
001646,1,1,1,130000,,24
001647,1,1,1,74500,,20
001648,1,1,1,84000,,19
001649,1,1,1,100000,,18
001650,1,1,1,0,,18
001651,1,1,1,0,14,14
001652,1,1,1,,11,11
001653,1,1,1,,,
001654,1,1,1,43000,,16
001655,1,1,1,12000,,22
001656,1,1,1,2000,,22
001657,1,1,1,30000,,16
001658,1,1,1,,,
001659,1,1,1,,10,11
001660,1,1,1,,,1
001661,9,68,17,0,,19
001662,1,1,1,0,,22
001663,1,1,1,26000,,18
001664,1,1,1,21000,,16
001665,8,67,15,15000,,9
001666,8,67,15,,6,6
001667,1,1,1,45000,,21
001668,1,1,1,0,,19
001669,1,1,1,67000,,23
001670,2,2,2,0,,19
001671,2,2,2,0,,18
001672,1,1,1,0,,16
001673,1,1,1,0,,21
001674,1,1,1,0,,19
001675,1,1,1,30000,,20
001676,6,43,5,0,16,21
001677,1,1,1,7000,15,16
001678,1,1,1,125000,,20
001679,1,1,1,33000,,18
001680,1,1,1,0,,21
001681,1,1,1,0,,21
001682,1,1,1,0,,19
001683,1,1,1,3200,,19
001684,1,1,1,0,,15
001685,1,1,1,0,,19
001686,1,1,1,8100,,19
001687,1,1,1,52000,,16
001688,1,1,1,,4,4
001689,1,1,1,,,
001690,1,1,1,,10,10
001691,9,68,16,0,,13
001692,1,1,1,223000,,24
001693,1,1,1,28000,,21
001694,1,1,1,300,12,12
001695,1,1,1,,9,9
001696,1,1,1,0,,21
001697,1,1,1,0,,21
001698,1,1,1,0,,21
001699,1,1,1,40000,,22
001700,1,1,1,75000,,20
001701,1,1,1,100000,,15
001702,1,1,1,0,,1
001703,1,1,1,,7,7
001704,1,1,1,,5,5
001705,1,1,1,,,1
001706,1,1,1,29000,,18
001707,1,1,1,-2100,,16
001708,1,1,1,0,,16
001709,1,1,1,0,,19
001710,1,1,1,42800,,19
001711,1,1,1,0,,20
001712,9,68,17,0,,19
001713,1,1,1,125000,,21
001714,1,1,1,60000,,21
001715,1,1,1,1300,13,13
001716,1,1,1,,11,11
001717,1,1,1,18000,,16
001718,1,1,1,5200,,18
001719,9,68,17,36400,,17
001720,1,1,1,,2,3
001721,1,1,1,,,
001722,1,1,1,50000,,16
001723,1,1,1,36900,,21
001724,1,1,1,5700,,18
001725,1,1,1,69000,,17
001726,9,68,30,0,15,20
001727,1,1,1,10000,,21
001728,1,1,1,100000,,21
001729,1,1,1,78000,,22
001730,1,1,1,90000,,21
001731,1,1,1,150000,,22
001732,1,1,1,0,,21
001733,1,1,1,0,,18
001734,1,1,1,26000,,21
001735,1,1,1,0,,22
001736,1,1,1,0,,16
001737,1,1,1,27000,,17
001738,9,68,16,,1,2
001739,9,68,17,22000,,17
001740,1,1,1,45000,,14
001741,1,1,1,52000,,18
001742,1,1,1,,1,1
001743,1,1,1,8000,,21
001744,1,1,1,100000,,24
001745,1,1,1,,1,2
001746,1,1,1,,,
001747,1,1,1,,,
001748,1,1,1,27000,,19
001749,8,67,15,40000,,16
001750,8,67,15,21400,,21
001751,8,67,15,,9,9
001752,8,67,15,,6,6
001753,2,2,2,5700,,16
001754,2,2,2,0,,22
001755,1,1,1,0,,16
001756,1,1,1,0,,16
001757,1,1,1,6200,,14
001758,1,1,1,,,1
001759,1,1,1,96000,,21
001760,1,1,1,137000,,23
001761,1,1,1,,,
001762,1,1,1,,9,9
001763,1,1,1,,7,7
001764,6,48,7,17400,,22
001765,1,1,1,0,,22
001766,6,45,6,48000,,1
001767,6,45,6,38000,,21
001768,1,1,1,11100,15,18
001769,1,1,1,0,,19
001770,1,1,1,5000,15,18
001771,7,65,14,18700,,20
001772,7,65,14,1500,,17
001773,1,1,1,192000,,21
001774,1,1,1,26000,,21
001775,1,1,1,,7,7
001776,1,1,1,,3,3
001777,1,1,1,60000,,20
001778,1,1,1,205000,,21
001779,1,1,1,0,,13
001780,1,1,1,26000,,22
001781,1,1,1,80000,,20
001782,1,1,1,,4,4
001783,1,1,1,,1,2
001784,6,43,5,0,16,22
001785,6,43,5,0,16,22
001786,1,1,1,58000,,21
001787,1,1,1,100000,15,19
001788,1,1,1,37500,,18
001789,1,1,1,110000,,16
001790,1,1,1,34000,,16
001791,1,1,1,0,,15
001792,1,1,1,467000,,21
001793,1,1,1,0,,16
001794,1,1,1,0,,19
001795,1,1,1,0,,16
001796,1,1,1,30000,15,18
001797,1,1,1,3000,15,16
001798,1,1,1,0,,21
001799,1,1,1,0,,22
001800,1,1,1,0,,19
001801,1,1,1,89000,,16
001802,1,1,1,0,,16
001803,1,1,1,12000,,16
001804,8,67,15,39000,,16
001805,8,67,15,9600,,14
001806,1,1,1,0,,21
001807,1,1,1,0,,21
001808,6,38,4,24000,,22
001809,6,38,4,36500,,16
001810,1,1,1,30000,,22
001811,1,1,1,0,,21
001812,1,1,1,0,,19
001813,6,42,10,60000,,19
001814,1,1,1,40000,,16
001815,1,1,1,,2,3
001816,1,1,1,5000,,18
001817,1,1,1,0,,17
001818,1,1,1,8700,16,22
001819,1,1,1,27500,,21
001820,1,1,1,0,,15
001821,1,1,1,0,,16
001822,1,1,1,0,,22
001823,1,1,1,0,,18
001824,1,1,1,14000,,21
001825,1,1,1,60020,,18
001826,1,1,1,0,,17
001827,1,1,1,0,,22
001828,1,1,1,0,,21
001829,1,1,1,0,,19
001830,1,1,1,0,,18
001831,6,45,6,467000,,18
001832,6,45,6,467000,,16
001833,6,45,6,0,,18
001834,6,45,6,12000,15,16
001835,6,45,6,0,15,18
001836,1,1,1,467000,,21
001837,1,1,1,9000,,18
001838,1,1,1,14000,,17
001839,1,1,1,0,14,15
001840,1,1,1,,9,10
001841,1,1,1,0,,21
001842,1,1,1,0,,22
001843,1,1,1,40000,,16
001844,1,1,1,7000,,20
001845,1,1,1,0,15,19
001846,2,2,2,55000,16,22
001847,1,1,1,0,,18
001848,1,1,1,,6,6
001849,1,1,1,,4,4
001850,1,1,1,25000,,16
001851,1,1,1,18000,,19
001852,4,31,3,105000,,22
001853,4,31,3,,9,9
001854,1,1,1,26000,,20
001855,1,1,1,75000,,15
001856,1,1,1,3000,15,19
001857,1,1,1,0,13,14
001858,1,1,1,,5,6
001859,8,67,15,75000,,9
001860,8,67,15,0,,13
001861,8,67,15,,6,6
001862,8,67,15,,,1
001863,8,67,15,0,,11
001864,8,67,15,58000,,11
001865,8,67,15,0,13,14
001866,8,67,15,,3,4
001867,8,67,15,,2,3
001868,1,1,1,0,,16
001869,1,1,1,38500,,21
001870,6,43,5,0,,18
001871,6,43,5,12000,,17
001872,6,43,5,,,
001873,1,1,1,65000,,20
001874,1,1,1,0,,21
001875,1,1,1,20000,,18
001876,1,1,1,0,16,22
001877,1,1,1,200,,18
001878,1,1,1,,10,10
001879,1,1,1,,8,8
001880,1,1,1,,5,6
001881,1,1,1,0,,21
001882,1,1,1,2600,,19
001883,1,1,1,34700,,18
001884,9,68,17,0,,19
001885,2,2,2,1200,,19
001886,1,1,1,42000,,20
001887,1,1,1,0,,20
001888,1,1,1,20000,,22
001889,1,1,1,0,,20
001890,1,1,1,1300,,19
001891,9,68,19,60000,,21
001892,1,1,1,30000,,19
001893,1,1,1,0,,20
001894,1,1,1,0,,14
001895,6,38,4,19700,16,22
001896,1,1,1,1900,,21
001897,1,1,1,189000,,16
001898,1,1,1,1500,15,20
001899,1,1,1,0,15,16
001900,1,1,1,0,,16
001901,1,1,1,17000,,14
001902,1,1,1,,10,10
001903,6,59,47,73000,,19
001904,1,1,1,15000,,20
001905,9,68,86,,12,12
001906,1,1,1,0,,21
